1413394904.205760 -0.134333 0.822745 -1.169186 0.999418 0.026067 -0.021992 -0.026483 0.999472 -0.018812 0.021490 0.019383 0.999581
1413394904.255760 -0.007582 -0.004722 -0.004837 0.999399 0.022210 -0.026613 -0.022692 0.999581 -0.017954 0.026203 0.018547 0.999485
1413394904.305760 -0.016334 -0.005998 -0.013393 0.999422 0.015531 -0.030250 -0.015988 0.999761 -0.014907 0.030011 0.015382 0.999431
1413394904.355761 -0.009859 -0.005022 -0.011610 0.999217 0.018336 -0.035066 -0.018875 0.999708 -0.015083 0.034779 0.015733 0.999271
1413394904.405761 -0.011808 -0.008000 -0.016414 0.999116 0.013171 -0.039917 -0.013544 0.999867 -0.009091 0.039792 0.009624 0.999162
1413394904.455760 -0.009716 -0.004935 -0.019192 0.999028 0.014075 -0.041783 -0.014349 0.999877 -0.006257 0.041690 0.006850 0.999107
1413394904.505760 -0.007913 -0.002839 -0.019924 0.998930 0.010004 -0.045142 -0.009902 0.999948 0.002467 0.045164 -0.002017 0.998978
1413394904.555760 -0.003535 -0.004063 -0.028215 0.998847 0.013128 -0.046180 -0.012310 0.999763 0.017969 0.046405 -0.017380 0.998771
1413394904.605761 -0.006741 0.000502 -0.024514 0.998878 0.016459 -0.044414 -0.015639 0.999702 0.018762 0.044710 -0.018047 0.998837
1413394904.655761 -0.006977 -0.009564 -0.020178 0.998895 0.016689 -0.043944 -0.015678 0.999607 0.023260 0.044315 -0.022545 0.998763
1413394904.705760 -0.012229 -0.008933 -0.018387 0.998915 0.020073 -0.042031 -0.019220 0.999603 0.020597 0.042428 -0.019767 0.998904
1413394904.755760 -0.007755 0.001239 -0.028716 0.998935 0.013558 -0.044105 -0.012908 0.999804 0.015004 0.044299 -0.014419 0.998914
1413394904.805760 0.001430 0.004498 -0.029076 0.998968 0.014304 -0.043107 -0.013620 0.999777 0.016117 0.043328 -0.015513 0.998940
1413394904.855761 -0.005770 -0.002089 -0.031656 0.999038 0.012834 -0.041924 -0.012095 0.999768 0.017826 0.042143 -0.017302 0.998962
1413394904.905761 -0.001122 0.005852 -0.027025 0.998948 0.014249 -0.043587 -0.013480 0.999749 0.017880 0.043831 -0.017273 0.998890
1413394904.955760 0.000668 0.000099 -0.026433 0.999005 0.014363 -0.042234 -0.013356 0.999622 0.024023 0.042563 -0.023435 0.998819
1413394905.005760 -0.003733 0.014998 -0.026468 0.999146 0.014413 -0.038735 -0.013460 0.999603 0.024767 0.039077 -0.024224 0.998943
1413394905.055760 0.002700 0.006064 -0.020848 0.999026 0.019198 -0.039733 -0.018036 0.999405 0.029398 0.040274 -0.028653 0.998778
1413394905.105761 -0.001137 0.008718 -0.016945 0.999079 0.018588 -0.038669 -0.017622 0.999528 0.025177 0.039119 -0.024472 0.998935
1413394905.155761 0.000623 0.003136 -0.012348 0.999184 0.020768 -0.034628 -0.020218 0.999665 0.016171 0.034952 -0.015458 0.999269
1413394905.205760 0.000532 0.001536 -0.009657 0.999215 0.022917 -0.032303 -0.023242 0.999683 -0.009725 0.032070 0.010469 0.999431
1413394905.255760 0.001507 0.006572 -0.004547 0.999324 0.020111 -0.030770 -0.021020 0.999344 -0.029503 0.030156 0.030130 0.999091
1413394905.305760 -0.007350 -0.010698 -0.000808 0.999552 0.017767 -0.024076 -0.018974 0.998524 -0.050883 0.023136 0.051317 0.998414
1413394905.355761 -0.002037 -0.004684 -0.001720 0.999681 0.009767 -0.023313 -0.011335 0.997613 -0.068122 0.022592 0.068364 0.997405
1413394905.405761 -0.001258 -0.005208 0.002565 0.999741 0.013545 -0.018278 -0.014868 0.997123 -0.074328 0.017219 0.074581 0.997066
1413394905.455760 -0.005567 0.007755 0.000999 0.999825 -0.004811 -0.018077 0.003409 0.997038 -0.076835 0.018393 0.076760 0.996880
1413394905.505760 -0.003451 0.000846 -0.007626 0.999891 0.003191 -0.014393 -0.004032 0.998262 -0.058798 0.014181 0.058850 0.998166
1413394905.555760 -0.010916 0.013421 -0.008474 0.999916 -0.000954 -0.012928 0.000325 0.998817 -0.048627 0.012959 0.048619 0.998733
1413394905.605761 0.009738 0.011612 -0.017567 0.999776 -0.010428 -0.018418 0.009923 0.999577 -0.027334 0.018695 0.027145 0.999457
1413394905.655761 -0.009554 0.021357 -0.023372 0.999743 -0.018784 -0.012712 0.019024 0.999637 0.019059 0.012350 -0.019296 0.999738
1413394905.705760 0.007636 0.030347 -0.027765 0.999766 -0.018958 -0.010395 0.019446 0.998610 0.048993 0.009452 -0.049184 0.998745
1413394905.755760 0.004354 0.042830 -0.038949 0.999823 -0.015364 -0.010820 0.016075 0.997486 0.069019 0.009732 -0.069181 0.997557
1413394905.805760 -0.007518 0.028561 -0.041225 0.999929 -0.011422 -0.003323 0.011659 0.996454 0.083330 0.002359 -0.083362 0.996517
1413394905.855761 -0.032214 0.011693 -0.017781 0.999988 -0.004815 0.000321 0.004765 0.995677 0.092756 -0.000766 -0.092754 0.995689
1413394905.905761 -0.003115 0.039746 -0.045165 0.999988 -0.004063 -0.002710 0.004247 0.997394 0.072019 0.002410 -0.072029 0.997400
1413394905.955760 -0.011237 0.019401 -0.036453 0.999991 -0.001497 0.003848 0.001211 0.997310 0.073294 -0.003948 -0.073289 0.997303
1413394906.005760 0.000048 0.030157 -0.049885 0.999943 0.007872 0.007248 -0.008280 0.998274 0.058149 -0.006777 -0.058206 0.998282
1413394906.055760 -0.004989 0.023735 -0.032941 0.999893 0.010157 0.010568 -0.010651 0.998800 0.047798 -0.010070 -0.047905 0.998801
1413394906.105761 -0.002419 0.017316 -0.027257 0.999765 0.019173 0.010143 -0.019505 0.999241 0.033718 -0.009489 -0.033908 0.999380
1413394906.155761 -0.011513 0.020813 -0.012125 0.999553 0.028233 0.009840 -0.028363 0.999509 0.013317 -0.009459 -0.013590 0.999863
1413394906.205760 0.008896 0.016638 -0.021033 0.999704 0.024270 -0.001937 -0.024290 0.999641 -0.011311 0.001662 0.011355 0.999934
1413394906.255760 -0.005631 0.016673 0.000596 0.999688 0.024980 -0.000600 -0.024981 0.998638 -0.045797 -0.000545 0.045798 0.998951
1413394906.305760 -0.007538 0.014414 0.007273 0.999872 0.013185 -0.009099 -0.013712 0.998073 -0.060520 0.008284 0.060637 0.998126
1413394906.355761 -0.008798 0.011299 0.014044 0.999835 0.009164 -0.015663 -0.010166 0.997825 -0.065136 0.015032 0.065285 0.997753
1413394906.405761 -0.020247 0.001593 0.020083 0.999762 0.000425 -0.021795 -0.001829 0.997919 -0.064451 0.021723 0.064476 0.997683
1413394906.455760 -0.033316 0.006559 0.029820 0.999532 -0.009996 -0.028912 0.007900 0.997394 -0.071716 0.029554 0.071454 0.997006
1413394906.505760 -0.023693 -0.005797 0.015676 0.999127 -0.020350 -0.036482 0.017812 0.997485 -0.068603 0.037787 0.067893 0.996977
1413394906.555760 -0.037670 -0.005918 0.020077 0.999395 -0.012454 -0.032461 0.010436 0.998045 -0.061621 0.033165 0.061245 0.997572
1413394906.605761 -0.029028 -0.005863 0.009810 0.999311 -0.008965 -0.036014 0.007205 0.998788 -0.048696 0.036407 0.048403 0.998164
1413394906.655761 -0.025097 -0.004237 0.002338 0.999299 -0.006721 -0.036839 0.005844 0.999698 -0.023887 0.036989 0.023655 0.999036
1413394906.705760 -0.030626 -0.001619 -0.000986 0.999523 0.001190 -0.030872 -0.001025 0.999985 0.005370 0.030878 -0.005336 0.999509
1413394906.755760 -0.023446 0.003850 -0.008494 0.999499 0.004450 -0.031342 -0.003296 0.999318 0.036778 0.031484 -0.036656 0.998832
1413394906.805760 -0.023890 0.004916 -0.010932 0.999516 0.009523 -0.029616 -0.007706 0.998116 0.060861 0.030139 -0.060603 0.997707
1413394906.855761 -0.018151 0.011876 -0.016428 0.999559 0.005101 -0.029265 -0.003113 0.997709 0.067583 0.029542 -0.067462 0.997284
1413394906.905761 -0.018808 0.002041 -0.016753 0.999699 0.009601 -0.022576 -0.007818 0.996942 0.077757 0.023253 -0.077557 0.996717
1413394906.955760 -0.010816 0.002119 -0.015133 0.999749 0.007619 -0.021085 -0.005923 0.996826 0.079394 0.021623 -0.079250 0.996620
1413394907.005760 -0.009249 0.000936 -0.013541 0.999840 0.005824 -0.016914 -0.004619 0.997507 0.070412 0.017282 -0.070322 0.997375
1413394907.055760 -0.009973 -0.000420 -0.003826 0.999879 0.010863 -0.011172 -0.010073 0.997603 0.068460 0.011889 -0.068339 0.997591
1413394907.105761 -0.019497 0.000860 0.005596 0.999870 0.015178 -0.005495 -0.014881 0.998606 0.050636 0.006256 -0.050548 0.998702
1413394907.155761 -0.014620 -0.002290 0.014879 0.999853 0.017118 0.000192 -0.017119 0.999649 0.020214 0.000154 -0.020215 0.999796
1413394907.205760 -0.008245 -0.004311 0.023862 0.999964 0.008215 -0.002285 -0.008275 0.999580 -0.027790 0.002056 0.027808 0.999611
1413394907.255760 -0.004413 -0.009796 0.028680 0.999947 0.010249 -0.001253 -0.010302 0.998489 -0.053976 0.000698 0.053986 0.998541
1413394907.305760 -0.008193 -0.002531 0.037917 0.999967 0.008123 -0.000588 -0.008144 0.997324 -0.072652 -0.000004 0.072654 0.997357
1413394907.355761 -0.025326 -0.009987 0.043836 0.999906 0.013648 0.001096 -0.013496 0.995954 -0.088841 -0.002304 0.088818 0.996045
1413394907.405761 0.009600 -0.021106 0.038238 0.999558 0.029664 0.001885 -0.029376 0.995529 -0.089772 -0.004540 0.089677 0.995961
1413394907.455760 -0.031058 -0.023790 0.041622 0.998576 0.053136 0.004847 -0.052499 0.994687 -0.088552 -0.009526 0.088172 0.996060
1413394907.505760 -0.007763 -0.022048 0.036572 0.998788 0.049178 -0.002252 -0.049217 0.996448 -0.068327 -0.001116 0.068355 0.997660
1413394907.555760 -0.023269 -0.021329 0.029633 0.998783 0.049156 -0.003985 -0.049307 0.996989 -0.059842 0.001032 0.059966 0.998200
1413394907.605761 -0.021255 -0.018738 0.023694 0.999494 0.027593 -0.015831 -0.028185 0.998860 -0.038516 0.014750 0.038942 0.999133
1413394907.655761 -0.036269 -0.015711 0.016988 0.999711 0.009842 -0.021917 -0.010398 0.999623 -0.025418 0.021658 0.025638 0.999437
1413394907.705760 -0.044387 -0.006718 0.006423 0.999406 -0.015491 -0.030779 0.015763 0.999839 0.008617 0.030641 -0.009097 0.999489
1413394907.755760 -0.045622 -0.008070 -0.005769 0.998717 -0.036706 -0.034898 0.038118 0.998443 0.040723 0.033349 -0.042001 0.998561
1413394907.805760 -0.050065 -0.003690 -0.003922 0.998501 -0.043253 -0.033545 0.045526 0.996491 0.070242 0.030389 -0.071664 0.996966
1413394907.855761 -0.050925 -0.001204 -0.009855 0.998699 -0.042008 -0.028896 0.044209 0.995790 0.080297 0.025401 -0.081470 0.996352
1413394907.905761 -0.061349 0.001802 -0.020896 0.999319 -0.032478 -0.017510 0.033780 0.996218 0.080051 0.014843 -0.080588 0.996637
1413394907.955760 -0.047914 -0.009448 -0.010320 0.999683 -0.021824 -0.012553 0.022661 0.997225 0.070920 0.010971 -0.071182 0.997403
1413394908.005760 -0.033834 -0.012806 -0.008713 0.999826 -0.016831 -0.008059 0.017281 0.998078 0.059519 0.007042 -0.059648 0.998195
1413394908.055760 -0.032707 -0.025780 -0.000365 0.999968 -0.007940 -0.001115 0.007976 0.999267 0.037445 0.000817 -0.037452 0.999298
1413394908.105761 -0.032602 -0.029168 -0.000003 0.999983 -0.005855 0.000349 0.005855 0.999983 -0.000531 -0.000345 0.000533 1.000000
1413394908.155761 -0.036959 -0.022977 0.002020 0.999991 -0.002732 0.003194 0.002848 0.999319 -0.036782 -0.003091 0.036791 0.999318
1413394908.205760 -0.026195 -0.024608 0.002942 0.999987 0.000267 0.005139 0.000037 0.998253 -0.059091 -0.005146 0.059090 0.998239
1413394908.255760 -0.036405 -0.027394 0.006595 0.999963 -0.008012 0.003256 0.008216 0.997632 -0.068287 -0.002701 0.068312 0.997660
1413394908.305760 -0.031431 -0.022153 0.007498 0.999981 -0.000665 0.006134 0.001080 0.997689 -0.067934 -0.006075 0.067940 0.997671
1413394908.355761 -0.028738 -0.022364 0.002795 0.999981 -0.002269 0.005756 0.002612 0.998174 -0.060342 -0.005608 0.060356 0.998161
