1413394904.205761 -0.006770 -0.002228 -0.002208 0.999396 0.025209 -0.023939 -0.025625 0.999523 -0.017232 0.023493 0.017835 0.999565
1413394904.255760 -0.007200 -0.003821 -0.004785 0.999398 0.022465 -0.026428 -0.022959 0.999564 -0.018544 0.026000 0.019139 0.999479
1413394904.305760 -0.008537 -0.005045 -0.008049 0.999317 0.015064 -0.033736 -0.015612 0.999749 -0.016043 0.033486 0.016559 0.999302
1413394904.355761 -0.009040 -0.005495 -0.010879 0.999204 0.018635 -0.035285 -0.019159 0.999710 -0.014565 0.035003 0.015230 0.999271
1413394904.405761 -0.009734 -0.006159 -0.014565 0.999084 0.014952 -0.040094 -0.015365 0.999832 -0.010012 0.039938 0.010619 0.999146
1413394904.455760 -0.009873 -0.006129 -0.018088 0.999036 0.013429 -0.041794 -0.013688 0.999889 -0.005921 0.041710 0.006487 0.999109
1413394904.505761 -0.010210 -0.004406 -0.021656 0.998921 0.009933 -0.045356 -0.009770 0.999945 0.003814 0.045392 -0.003367 0.998964
1413394904.555760 -0.009524 -0.002018 -0.023398 0.998869 0.012694 -0.045816 -0.011951 0.999793 0.016448 0.046015 -0.015882 0.998814
1413394904.605761 -0.008332 -0.000476 -0.025003 0.998889 0.016135 -0.044276 -0.015322 0.999709 0.018626 0.044564 -0.017927 0.998846
1413394904.655761 -0.007328 0.001070 -0.026646 0.998902 0.017256 -0.043544 -0.016240 0.999590 0.023577 0.043933 -0.022844 0.998773
1413394904.705761 -0.006057 0.001799 -0.027943 0.998896 0.018748 -0.043066 -0.017987 0.999676 0.018001 0.043389 -0.017207 0.998910
1413394904.755760 -0.004896 0.003002 -0.028241 0.998943 0.014067 -0.043757 -0.013453 0.999807 0.014297 0.043950 -0.013693 0.998940
1413394904.805760 -0.003610 0.003340 -0.028203 0.998988 0.013788 -0.042816 -0.013085 0.999775 0.016671 0.043036 -0.016094 0.998944
1413394904.855761 -0.002719 0.003702 -0.028033 0.998962 0.012020 -0.043942 -0.011394 0.999830 0.014473 0.044108 -0.013958 0.998929
1413394904.905761 -0.001422 0.004536 -0.027110 0.998945 0.014910 -0.043436 -0.014120 0.999730 0.018452 0.043699 -0.017819 0.998886
1413394904.955760 -0.000017 0.005012 -0.025898 0.999023 0.013755 -0.042000 -0.012715 0.999608 0.024936 0.042327 -0.024378 0.998806
1413394905.005761 0.000963 0.005146 -0.023923 0.998995 0.017443 -0.041290 -0.016266 0.999457 0.028668 0.041767 -0.027968 0.998736
1413394905.055760 0.001934 0.005329 -0.021290 0.999036 0.019078 -0.039532 -0.017912 0.999400 0.029646 0.040074 -0.028909 0.998778
1413394905.105761 0.002301 0.004680 -0.017922 0.999088 0.018714 -0.038373 -0.017784 0.999544 0.024421 0.038812 -0.023716 0.998965
1413394905.155761 0.002438 0.004088 -0.013949 0.999152 0.020409 -0.035761 -0.019914 0.999701 0.014159 0.036039 -0.013435 0.999260
1413394905.205761 0.002034 0.001103 -0.009531 0.999233 0.022474 -0.032083 -0.022898 0.999654 -0.012916 0.031781 0.013641 0.999402
1413394905.255760 0.001214 -0.000392 -0.005335 0.999334 0.020932 -0.029893 -0.021865 0.999273 -0.031234 0.029218 0.031867 0.999065
1413394905.305760 0.000103 -0.002787 -0.002829 0.999507 0.017683 -0.025961 -0.019151 0.998165 -0.057441 0.024897 0.057909 0.998011
1413394905.355761 -0.001395 -0.003725 -0.001320 0.999701 0.008169 -0.023066 -0.009743 0.997573 -0.068937 0.022447 0.069142 0.997354
1413394905.405761 -0.002346 -0.003021 -0.001594 0.999743 0.014611 -0.017320 -0.015862 0.997099 -0.074443 0.016183 0.074698 0.997075
1413394905.455760 -0.004213 -0.000604 -0.003954 0.999832 -0.002244 -0.018189 0.001017 0.997741 -0.067176 0.018299 0.067146 0.997575
1413394905.505761 -0.005573 0.003325 -0.007119 0.999894 0.003055 -0.014265 -0.003870 0.998342 -0.057435 0.014066 0.057484 0.998247
1413394905.555760 -0.006925 0.007874 -0.011520 0.999918 -0.001359 -0.012707 0.000752 0.998863 -0.047666 0.012758 0.047652 0.998783
1413394905.605761 -0.008484 0.014718 -0.016549 0.999846 -0.012512 -0.012281 0.012243 0.999688 -0.021781 0.012550 0.021627 0.999687
1413394905.655761 -0.009460 0.023626 -0.023237 0.999749 -0.018615 -0.012444 0.018912 0.999530 0.024131 0.011989 -0.024361 0.999631
1413394905.705761 -0.009661 0.028464 -0.030123 0.999777 -0.018573 -0.010083 0.019061 0.998536 0.050620 0.009128 -0.050800 0.998667
1413394905.755760 -0.009118 0.031693 -0.036212 0.999945 -0.009798 -0.003869 0.010065 0.997013 0.076575 0.003107 -0.076610 0.997056
1413394905.805760 -0.008971 0.030571 -0.041078 0.999934 -0.011119 -0.002900 0.011324 0.996372 0.084348 0.001952 -0.084375 0.996432
1413394905.855761 -0.008042 0.028222 -0.043906 0.999989 -0.004571 0.000493 0.004505 0.995668 0.092873 -0.000916 -0.092870 0.995678
1413394905.905761 -0.007154 0.023955 -0.043760 0.999988 -0.003941 0.002892 0.003699 0.996834 0.079426 -0.003196 -0.079414 0.996837
1413394905.955760 -0.006457 0.020432 -0.041375 0.999990 -0.000092 0.004372 -0.000227 0.997352 0.072721 -0.004367 -0.072722 0.997343
1413394906.005761 -0.005410 0.017781 -0.036690 0.999929 0.009139 0.007701 -0.009564 0.998325 0.057062 -0.007167 -0.057132 0.998341
1413394906.055760 -0.004893 0.016045 -0.030126 0.999900 0.010912 0.008967 -0.011340 0.998724 0.049218 -0.008418 -0.049315 0.998748
1413394906.105761 -0.004707 0.015008 -0.022109 0.999753 0.019787 0.010156 -0.020104 0.999281 0.032138 -0.009513 -0.032334 0.999432
1413394906.155761 -0.004706 0.016471 -0.014193 0.999488 0.030322 0.010251 -0.030425 0.999486 0.010101 -0.009940 -0.010408 0.999896
1413394906.205761 -0.005982 0.016897 -0.004750 0.999678 0.025230 0.002571 -0.025192 0.999587 -0.013807 -0.002918 0.013738 0.999901
1413394906.255760 -0.007452 0.015670 0.003887 0.999709 0.024107 -0.001172 -0.024136 0.998493 -0.049287 -0.000018 0.049300 0.998784
1413394906.305760 -0.010297 0.013415 0.011128 0.999870 0.012842 -0.009791 -0.013416 0.998049 -0.060977 0.008988 0.061101 0.998091
1413394906.355761 -0.013632 0.009409 0.016492 0.999828 0.008265 -0.016602 -0.009338 0.997801 -0.065615 0.016023 0.065758 0.997707
1413394906.405761 -0.017275 0.005676 0.019158 0.999750 -0.000494 -0.022367 -0.000970 0.997861 -0.065370 0.022351 0.065376 0.997610
1413394906.455760 -0.021101 -0.000102 0.019274 0.999508 -0.010774 -0.029467 0.008630 0.997373 -0.071927 0.030165 0.071637 0.996975
1413394906.505761 -0.024674 -0.003442 0.017194 0.999090 -0.020850 -0.037213 0.018285 0.997518 -0.068002 0.038538 0.067259 0.996991
1413394906.555760 -0.026143 -0.005486 0.014037 0.999340 -0.009136 -0.035168 0.007014 0.998175 -0.059979 0.035651 0.059693 0.997580
1413394906.605761 -0.027117 -0.005650 0.008674 0.999299 -0.009438 -0.036226 0.007760 0.998903 -0.046181 0.036622 0.045868 0.998276
1413394906.655761 -0.027361 -0.004102 0.002664 0.999301 -0.005832 -0.036921 0.005000 0.999733 -0.022578 0.037043 0.022378 0.999063
1413394906.705761 -0.026260 -0.000553 -0.003162 0.999419 0.001989 -0.034032 -0.001726 0.999969 0.007743 0.034046 -0.007679 0.999391
1413394906.755760 -0.024549 0.002336 -0.008757 0.999522 0.004991 -0.030495 -0.003791 0.999222 0.039266 0.030667 -0.039131 0.998763
1413394906.805760 -0.023155 0.003821 -0.013422 0.999503 0.009350 -0.030118 -0.007462 0.998037 0.062189 0.030640 -0.061933 0.997610
1413394906.855761 -0.021098 0.002138 -0.016509 0.999580 0.005846 -0.028391 -0.003818 0.997470 0.070979 0.028734 -0.070841 0.997074
1413394906.905761 -0.018799 0.000689 -0.016652 0.999713 0.009194 -0.022110 -0.007440 0.996916 0.078126 0.022760 -0.077939 0.996698
1413394906.955760 -0.017048 -0.000331 -0.014457 0.999746 0.008005 -0.021050 -0.006318 0.996855 0.079000 0.021616 -0.078847 0.996652
1413394907.005761 -0.014650 -0.001525 -0.010060 0.999852 0.005711 -0.016245 -0.004575 0.997595 0.069166 0.016601 -0.069082 0.997473
1413394907.055760 -0.012898 -0.000198 -0.003292 0.999880 0.011391 -0.010534 -0.010640 0.997574 0.068801 0.011292 -0.068680 0.997575
1413394907.105761 -0.011632 0.000080 0.004669 0.999855 0.016248 -0.005073 -0.015989 0.998745 0.047455 0.005837 -0.047367 0.998860
1413394907.155761 -0.010676 -0.000123 0.013747 0.999832 0.018205 -0.002142 -0.018173 0.999734 0.014170 0.002399 -0.014128 0.999897
1413394907.205761 -0.010512 -0.004470 0.023625 0.999978 0.005949 -0.002928 -0.006039 0.999478 -0.031753 0.002738 0.031770 0.999491
1413394907.255760 -0.010359 -0.006662 0.032142 0.999943 0.010633 -0.000992 -0.010672 0.998369 -0.056080 0.000395 0.056087 0.998426
