1403715548.312143 0.009613 0.015374 -0.026031 0.008109 0.000000 0.000000
1403715548.362143 0.044717 -0.179902 0.792692 0.004204 0.000000 0.000000
1403715548.412143 0.032581 0.024089 -0.065450 0.002239 0.000000 0.000000
1403715548.462143 0.032920 0.020878 -0.065196 0.003875 0.000000 0.000000
1403715548.512143 0.034031 0.018705 -0.064873 0.001254 0.001602 -0.900436
1403715548.562143 0.035743 0.016905 -0.064190 0.001633 0.002042 -0.930531
1403715548.612143 0.036536 0.015670 -0.064777 0.000713 0.001178 -0.659065
1403715548.662143 0.037003 0.014030 -0.066216 0.001114 0.001712 -0.716601
1403715548.712143 0.037818 0.013148 -0.065306 0.002290 0.002459 -1.205905
1403715548.762143 0.033378 0.010785 -0.066138 -0.006451 0.000000 0.000000
1403715548.812143 0.039547 0.015404 -0.063171 -0.005336 0.000000 0.000000
1403715548.862143 0.040516 0.015580 -0.062430 0.003224 0.003741 -1.043651
1403715548.912143 0.041145 0.016660 -0.062573 -0.002874 0.000000 0.000000
1403715548.962143 0.041727 0.017799 -0.061119 -0.004516 0.000000 0.000000
1403715549.012143 0.042602 0.018649 -0.061271 -0.000988 0.000000 0.000000
1403715549.062143 0.043632 0.018719 -0.060614 0.000620 0.000000 0.000000
1403715549.112143 0.043696 0.019107 -0.061852 0.002295 0.000000 0.000000
1403715549.162143 0.040893 0.012430 -0.060594 0.001226 0.000000 0.000000
1403715549.212143 0.036512 0.018047 -0.060775 0.004104 0.000000 0.000000
1403715549.262143 0.039410 0.018263 -0.059377 0.003986 0.000000 0.000000
1403715549.312143 0.040014 0.015831 -0.060104 0.000782 0.000000 0.000000
1403715549.362143 0.040430 0.012423 -0.058935 0.003915 0.000000 0.000000
1403715549.412143 0.041280 0.009875 -0.057248 -0.009891 0.000000 0.000000
1403715549.462143 0.041460 0.006886 -0.054355 -0.012031 0.000000 0.000000
1403715549.512143 0.039067 0.005042 -0.052119 -0.010887 0.011384 1.259184
1403715549.562143 0.035190 0.005029 -0.051385 -0.009240 0.011281 0.947758
1403715549.612143 0.032561 0.005219 -0.049581 -0.008726 0.017441 0.512986
1403715549.662143 0.029204 0.006130 -0.047870 -0.005958 0.015652 0.376987
1403715549.712143 0.020405 0.002234 -0.043035 -0.003250 0.013725 0.223199
1403715549.762143 0.025612 0.003051 -0.043966 0.004669 0.007035 -0.741715
1403715549.812143 0.021805 0.004477 -0.042761 0.008850 0.008877 -1.506453
1403715549.862143 0.019327 0.006293 -0.042542 -0.013949 0.000000 0.000000
1403715549.912143 0.016938 0.007003 -0.041089 -0.015271 0.000000 0.000000
1403715549.962143 0.013729 0.008922 -0.040541 -0.021659 0.000000 0.000000
1403715550.012143 0.011744 0.010882 -0.039550 -0.024469 0.000000 0.000000
1403715550.062143 0.009351 0.011751 -0.038407 -0.027795 0.000000 0.000000
1403715550.112143 0.010659 0.010523 -0.038058 0.033136 0.033357 -1.472563
1403715550.162143 0.000349 0.012026 -0.035420 0.037225 0.037284 -1.515948
1403715550.212143 -0.003081 0.014057 -0.034338 0.040271 0.040300 -1.519126
1403715550.262143 -0.005810 0.016870 -0.032645 -0.002792 0.000000 0.000000
1403715550.312143 -0.007630 0.019026 -0.030226 0.039462 0.039454 -1.537611
